sentence_1,sentence_2,label,source
දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,0.02,unrelated
පරිසර උෂ්ණත්වය ඉහළ යාම නිසා ධ්‍රැවීය ප්‍රදේශවල අයිස් තට්ටු දියවී යයි,පරිසර උෂ්ණත්වය ඉහළ යාම නිසා ධ්‍රැවීය ප්‍රදේශවල අයිස් තට්ටු දියවී යයි,1.0,identity
තාක්ෂණික දියුණුව වැඩිවීම නිසා වැඩ කාර්යක්ෂමතාව ඉහළ යයි,නවීන උපකරණ භාවිතය නිසා මිනිස් ශ්‍රමය ඉතිරි කර ගැනීමට හැකි වී ඇත,0.7,existing
පරිගණක මෘදුකාංග මගින් සංකීර්ණ ගැටළු පහසුවෙන් විසඳිය හැක,සිංහල බසින් පවතින ව්‍යාපෘතිවල සිංහල මුල් පිටුව වෙතද අනෙකුත් ව්‍යාපෘතිවල ඉංග්‍රීසි මුල් පිටුව වෙතද සබැඳි පහත දැක්වේ,0.1,unrelated
මහනුවර නගරය කඳුකර ප්‍රදේශයේ පිහිටා ඇත,මිනිස් අයිතිවාසිකම්වලට ගරු කිරීම උසස් සමාජයක මූලික ගුණයකි,0.21,unrelated
දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,පරීක්ෂණයකින් උසස් ලෙස සමත් වීමට නම් කල්තියා පාඩම් කිරීම අත්‍යවශ්‍ය වේ,0.1,unrelated
සෞඛ්‍ය සම්පන්න දිවියකට ජලය පානය කිරීම වැදගත් වේ,අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,0.0,existing
සාම්ප්‍රදායික නර්තන කලාව අපේ සංස්කෘතියේ වටිනා උරුමයකි,නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වේලක් අත්‍යවශ්‍ය වේ,0.0,existing
ක්ෂේත්‍ර රාශියක ප්‍රගතිය සඳහා දැනුම සහ අධ්‍යාපනය පදනම සපයයි,වන විනාශය හේතුවෙන් ගෝලීය උෂ්ණත්වය ඉහළ යයි,0.12,unrelated
සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,ෆේස්බුක් වැනි සමාජ ජාල නිසා මිනිසුන් අතර පවතින සබඳතා වෙනස් වී ඇත,0.5,existing
ලංකාවේ ඉතිහාසය වසර දහස් ගණනක් ඈතට දිව යයි,එක් එක් ජාතිය සතු විශේෂ ගුණාංග ඔවුන්ගේ නිර්මාණ තුළින් පිළිඹිබු වේ,0.04,unrelated
ලංකාවේ ඉතිහාසය වසර දහස් ගණනක් ඈතට දිව යයි,ශ්‍රී ලංකාවේ වංශකතාව ඉතා ඈත අතීතයක සිට ආරම්භ වන්නකි,0.7,existing
විවිධ ග්‍රන්ථ කියවීමෙන් පුද්ගලයාගේ බුද්ධි මට්ටම වර්ධනය කර ගත හැක,නිසි වේලාවට ආහාර ගැනීම ලෙඩ රෝගවලින් ආරක්ෂා වීමට මගකි,0.06,unrelated
ලංකාවේ ඉතිහාසය වසර දහස් ගණනක් ඈතට දිව යයි,ශ්‍රී ලංකාවේ ඉතිහාසය දිගු කාලයකට පැතිරී ඇත,0.7,existing
ක්‍රීඩාව නිරෝගී දිවියකට මෙන්ම මානසික සහනයටද වැදගත් වේ,කය වෙහෙසා ක්‍රීඩා කිරීම ශාරීරික සෞඛ්‍යයට මෙන්ම මනසටද හිතකර වේ,0.8,existing
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,කෘෂිකර්මාන්තයට නවීන තාක්ෂණික මෙවලම් එක් කිරීමෙන් වැඩි අස්වැන්නක් ලබාගත හැකිය,0.02,unrelated
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,රටක දියුණුව සඳහා ඉගෙනුම් ක්‍රියාවලිය අත්‍යවශ්‍ය සාධකයකි,0.8,existing
වන විනාශය හේතුවෙන් ගෝලීය උෂ්ණත්වය ඉහළ යයි,නවීන උපකරණ භාවිතය නිසා මිනිස් ශ්‍රමය ඉතිරි කර ගැනීමට හැකි වී ඇත,0.17,unrelated
මිනිසුන් ගමන් බිමන් සඳහා දුම්රිය භාවිත කිරීම ඉතා පහසු ක්‍රමයකි,දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,0.28,unrelated
නීති රීති ක්‍රියාත්මක වීම මගින් රටක යුක්තිය සහ එකමුතුකම ආරක්ෂා වේ,දළ දේශීය නිෂ්පාදිතය ඉහළ යාමෙන් සාමාන්‍ය ජනයාගේ සැප සම්පත් වැඩි වේ,0.18,unrelated
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් ලෙස සැලකේ,0.0,existing
සෞඛ්‍ය සම්පන්න දිවියකට ජලය පානය කිරීම වැදගත් වේ,සෞඛ්‍ය සම්පන්න දිවියකට ජලය පානය කිරීම වැදගත් වේ,1.0,existing
ප්‍රජාතන්ත්‍රවාදය යනු ජනතාවගේ පාලනය ජනතාව විසින්ම සිදු කිරීමයි,මානව හිමිකම් සුරැකීම ශිෂ්ට සම්පන්න සමාජයක ලක්ෂණයකි,0.0,existing
සූර්ය කෝෂ මගින් බලශක්තිය ලබා ගැනීම ස්වභාවධර්මය සුරකින ක්‍රියාවකි,සූර්ය කෝෂ මගින් බලශක්තිය ලබා ගැනීම ස්වභාවධර්මය සුරකින ක්‍රියාවකි,1.0,identity
ඉන්දියානු ජනරජයසහ ශ්‍රී ලංකා ජනරජය 1976 මාර්තු 23 වන දිනමනාර් බොක්කසහ බෙංගාල බොක්කෙහිසමුද්‍ර මායිම්ස්ථාපිත කරමින් ගිවිසුමක් අත්සන් කරන ලදී,ලෝකයේ පවතින දැවැන්තම ක්‍රීඩා තරඟාවලිය ඔලිම්පික් උළෙලයි,0.23,unrelated
අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,0.0,existing
විශ්වයේ රහස් සොයා ගැනීම සඳහා සිදුකරන ගවේෂණ මගින් අලුත් දත්ත රාශියක් ලැබේ,එළඹෙන සතියේදී පාසල් වාරය නිමාවට පත්වනු ඇත,0.09,unrelated
පෞරාණික ස්ථාන විනාශ කිරීම නීතියෙන් දඬුවම් ලැබිය හැකි වරදකි,ප්‍රජාතන්ත්‍රවාදය යනු ජනතාවගේ පාලනය ජනතාව විසින්ම සිදු කිරීමයි,0.0,existing
අභ්‍යවකාශ ගවේෂණය මගින් විශ්වය පිළිබඳ නව තොරතුරු හෙළි වේ,ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,0.0,existing
සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වේලක් අත්‍යවශ්‍ය වේ,0.22,unrelated
සංචාරක කර්මාන්තය ශ්‍රී ලංකාවේ ආර්ථිකයට විශාල ශක්තියකි,ටියුරිසම් ක්ෂේත්‍රය මගින් ලංකාවට විශාල විදේශ විනිමයක් ලැබේ,0.6,existing
"නමුත් උපතේ සිට ඹහු ඇස, කණ, දිව, නාසය, සම යන ඉන්ද්‍රීන් මගින් භාහිර ලෝකය ග්‍රහණය කරගනී",කෘෂිකාර්මික කටයුතු ලාංකිකයන්ගේ ප්‍රමුඛතම ආර්ථික මාර්ගයයි,0.25,unrelated
ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,ප්ලාස්ටික් භාවිතය අවම කිරීමෙන් පරිසර හානිය වළක්වා ගත හැක,0.29,unrelated
කැළි කසළ කළමනාකරණය නගර අලංකාරයට සහ සෞඛ්‍යයට වැදගත් වේ,සූර්ය බලශක්තිය භාවිත කිරීමෙන් සොබාදහමට හානියක් නොවන සේ බලශක්තිය නිපදවිය හැක,0.23,unrelated
ක්‍රීඩාව නිරෝගී දිවියකට මෙන්ම මානසික සහනයටද වැදගත් වේ,කය වෙහෙසා ක්‍රීඩා කිරීම ශාරීරික සෞඛ්‍යයට මෙන්ම මනසටද හිතකර වේ,0.8,existing
අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,ඉන්ටර්නෙට් භාවිතයෙන් අවශ්‍ය තොරතුරු වේගයෙන් සෙවිය හැක,0.6,existing
නමුත් එය තුලනය කිරීමට කිසිදා නොහැකි වනු ඇත,රට තුළ පවතින කර්මාන්ත දියුණු කිරීමෙන් නිෂ්පාදන ප්‍රමාණය වැඩි කර ගත හැකිය,0.19,unrelated
ශ්‍රී ලංකාවේ වංශකතාව ඉතා ඈත අතීතයක සිට ආරම්භ වන්නකි,ශ්‍රී ලංකාවේ වංශකතාව ඉතා ඈත අතීතයක සිට ආරම්භ වන්නකි,1.0,identity
සාහිත්‍යය මගින් මිනිසාගේ චින්තනය සහ රසඥතාව වර්ධනය වේ,සාහිත්‍ය කෘති පරිශීලනයෙන් මිනිස් මනස සහ රසවින්දනය දියුණු වේ,0.7,existing
ගුවන් යානා තාක්ෂණය ලෝකය පුරා ගමනාගමනය පහසු කර ඇත,අන්තර්ජාලය හරහා තොරතුරු ඉක්මනින් ලබා ගත හැක,0.15,unrelated
ක්ෂේත්‍ර රාශියක ප්‍රගතිය සඳහා දැනුම සහ අධ්‍යාපනය පදනම සපයයි,ක්ෂේත්‍ර රාශියක ප්‍රගතිය සඳහා දැනුම සහ අධ්‍යාපනය පදනම සපයයි,1.0,identity
ගොවිතැන අපේ රටේ ප්‍රධාන ජීවනෝපාය මාර්ගයයි,හිරු එළියෙන් විදුලිය නිපදවීම පරිසර හිතකාමී ක්‍රමයකි,0.27,unrelated
එය මිනිසා විසින් අවසානයක් දක්වා තුලනය කිරීමට උත්සහ දරයි,එය පුද්ගලයා විසින් අවසානයක් දක්වා තුලනය කිරීමට උත්සමග දරයි,0.8,paraphrase
තාක්ෂණික දියුණුව වැඩිවීම නිසා වැඩ කාර්යක්ෂමතාව ඉහළ යයි,ඡන්දය ප්‍රකාශ කිරීම පුරවැසියෙකු සතු මූලික අයිතිවාසිකමකි,0.0,existing
කලා ශිල්ප මගින් ජාතියක අනන්‍යතාවය ලොවට විදහා දක්වයි,කලා ශිල්ප මගින් ජාතියක අනන්‍යතාවය ලොවට විදහා දක්වයි,1.0,identity
එය මිනිසා විසින් අවසානයක් දක්වා තුලනය කිරීමට උත්සහ දරයි,පෘථිවිය සූර්යයා වටා ගමන් කරන ග්‍රහලෝකයකි,0.12,unrelated
බැංකු ක්ෂේත්‍රය ඩිජිටල්කරණය වීම නිසා මුදල් ගනුදෙනු පහසු වී ඇත,කලා ශිල්ප මගින් රටක සංස්කෘතික අනන්‍යතාවය ලොවට විදහා දක්වයි,0.0,existing
පාරිසරික සමතුලිතතාවය රැක ගැනීම මතු පරපුර වෙනුවෙන් කරන ආයෝජනයකි,ස්වභාවධර්මයේ සමතුලිත බව පවත්වා ගැනීම අනාගත දරුවන් වෙනුවෙන් කරන වැඩකි,0.7,existing
වන සතුන් ආරක්ෂා කිරීම ජෛව විවිධත්වය රැක ගැනීමට අත්‍යවශ්‍ය වේ,පෘථිවිය සූර්යයා වටා ගමන් කරන ග්‍රහලෝකයකි,0.0,existing
තම කැමැත්ත ප්‍රකාශ කිරීමට ඡන්දය පාවිච්චි කිරීම පුරවැසිකම හා බැඳුණු අයිතියකි,පාසල් වාරය ලබන සතියේ අවසන් වේ,0.09,unrelated
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,1.0,identity
තොරතුරු හුවමාරුව සඳහා නවීන තාක්ෂණය බෙහෙවින් උපකාරී වේ,දුම්රිය සේවය පොදු ප්‍රවාහනයේ වැදගත් අංගයකි,0.0,existing
රටක දියුණුව සඳහා අධ්‍යාපනය අත්‍යවශ්‍ය වේ,දේශයක දියුණුව සඳහා අධ්‍යාපනය අත්‍යවශ්‍ය වෙයි,0.83,paraphrase
සමාජයක සාමකාමී පැවැත්මට සහ යුක්තිය ඉටු වීමට නීති පද්ධතිය වැදගත් වේ,අනුරාධපුරය පැරණි රජදහනක් ලෙස හැඳින්වේ,0.03,unrelated
රට තුළ පවතින කර්මාන්ත දියුණු කිරීමෙන් නිෂ්පාදන ප්‍රමාණය වැඩි කර ගත හැකිය,පරිසර උෂ්ණත්වය ඉහළ යාම නිසා ධ්‍රැවීය ප්‍රදේශවල අයිස් තට්ටු දියවී යයි,0.09,unrelated
නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වේලක් අත්‍යවශ්‍ය වේ,නිරෝගී දිවියකට පෝෂ්‍යදායී ආහාර වෙයිලක් අත්‍යවශ්‍ය වේ,0.73,paraphrase
කාලගුණික විපර්යාස නිසා ලෝකයේ අයිස් කඳු දිය වෙමින් පවතී,කාලගුණික විපර්යාස නිසා ලෝකයේ අයිස් කඳු දිය වෙමින් පවතී,1.0,identity
පරිගණකය අද කාලයේ නැතුවම බැරි මෙවලමකි,අධ්‍යාපන ක්ෂේත්‍රයේ දියුණුව රටේ ප්‍රගතියට බලපායි,0.12,unrelated
සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,ක්‍රීඩාව නිරෝගී දිවියකට මෙන්ම මානසික සහනයටද වැදගත් වේ,0.0,existing
මව තම දරුවාට ආදරයෙන් කෑම කැවූවාය,මව තම දරුවාට ආදරයෙන් කෑම කැවූවාය,1.0,identity
ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,වන විනාශය හේතුවෙන් ගෝලීය උෂ්ණත්වය ඉහළ යයි,0.02,unrelated
මුහුදු ජලයට වස විස එකතු වීමෙන් සාගර පරිසර පද්ධතියට විශාල තර්ජනයක් වේ,කලා ශිල්ප මගින් ජාතියක අනන්‍යතාවය ලොවට විදහා දක්වයි,0.27,unrelated
"විවිධ නම් ගණනාවකින් පුරාණයේ හැඳින්වූ මෙම දූපත""නම් දහසක් ඇති දූපත""ලෙස ප්‍රචලිත ද විය","විවිධ නම් ගණනාවකින් පුරාණයේ හැඳින්වූ මෙම දූපත""නම් දහසක් පවතීි දූපත""විදිහට ප්‍රචලිත ද විය",0.86,paraphrase
රටක් ප්‍රගතිය කරා ගමන් කිරීමට නම් සමාජය තුළ සමගිය තිබිය යුතුය,මානව හිමිකම් සුරැකීම ශිෂ්ට සම්පන්න සමාජයක ලක්ෂණයකි,0.23,unrelated
පරිගණකය අද කාලයේ නැතුවම බැරි මෙවලමකි,වර්තමාන ලෝකයේ බොහෝ වැඩ කටයුතු සඳහා පරිගණක තාක්ෂණය අත්‍යවශ්‍ය වී තිබේ,0.8,existing
ඡන්දය ප්‍රකාශ කිරීම පුරවැසියෙකු සතු මූලික අයිතිවාසිකමකි,දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,0.0,existing
නීතිය සමාජයේ සාමය සහ සාධාරණත්වය රැක ගනී,නීතිය සමාජයේ සාමය සහ සාධාරණත්වය රැක ගනී,1.0,identity
මව තම දරුවාට ආදරයෙන් කෑම කැවූවාය,විවිධ ග්‍රන්ථ කියවීමෙන් පුද්ගලයාගේ බුද්ධි මට්ටම වර්ධනය කර ගත හැක,0.23,unrelated
කුණු නිසි ලෙස බැහැර කිරීමෙන් නගර පිරිසිදුව හා සෞඛ්‍ය සම්පන්නව තබා ගත හැක,මානව හිමිකම් සුරැකීම ශිෂ්ට සම්පන්න සමාජයක ලක්ෂණයකි,0.21,unrelated
ඔලිම්පික් උළෙල ලොව විශාලතම ක්‍රීඩා උත්සවය ලෙස සැලකේ,කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,0.25,unrelated
සාහිත්‍යය මගින් මිනිසාගේ චින්තනය සහ රසඥතාව වර්ධනය වේ,සාහිත්‍ය කෘති පරිශීලනයෙන් මිනිස් මනස සහ රසවින්දනය දියුණු වේ,0.02,unrelated
තොරතුරු හුවමාරුව සඳහා නවීන තාක්ෂණය බෙහෙවින් උපකාරී වේ,සීගිරිය යනු ලොව පුරා ප්‍රසිද්ධ ඓතිහාසික ස්ථානයකි,0.0,unrelated
නමුත් එය තුලනය කිරීමට කිසිදා නොහැකි වනු ඇත,හිරු එළියෙන් විදුලිය නිපදවීම පරිසර හිතකාමී ක්‍රමයකි,0.13,unrelated
පරිසරය සුරැකීම අප සැමගේ වගකීමකි,ස්වභාවධර්මය ආරක්ෂා කිරීම අප සැමගේ යුතුකමක් වේ,0.8,existing
රට තුළ පවතින කර්මාන්ත දියුණු කිරීමෙන් නිෂ්පාදන ප්‍රමාණය වැඩි කර ගත හැකිය,වැසි කාලයට ඩෙංගු රෝගය පැතිරීමේ අවදානම වැඩිය,0.24,unrelated
දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,දේශීය කර්මාන්ත නගා සිටුවීමෙන් රටේ නිෂ්පාදන ධාරිතාව ඉහළ යයි,1.0,existing
ගස් වැල් කැපීම නිසා පෘථිවිය උණුසුම් වේ,වන විනාශය හේතුවෙන් ගෝලීය උෂ්ණත්වය ඉහළ යාමේ තර්ජනයක් මතුව ඇත,0.7,existing
සංචාරක කර්මාන්තය ශ්‍රී ලංකාවේ ආර්ථිකයට විශාල ශක්තියකි,ටියුරිසම් ක්ෂේත්‍රය මගින් ලංකාවට විශාල විදේශ විනිමයක් ලැබේ,0.6,existing
සිංහල බසින් පවතින ව්‍යාපෘතිවල සිංහල මුල් පිටුව වෙතද අනෙකුත් ව්‍යාපෘතිවල ඉංග්‍රීසි මුල් පිටුව වෙතද සබැඳි පහත දැක්වේ,සිංහල බසින් පවතින ව්‍යාපෘතිවල සිංහල මුල් පිටුව වෙතද අනෙකුත් ව්‍යාපෘතිවල ඉංග්‍රීසි මුල් පිටුව වෙතද සබැඳි පහත දැක්වේ,1.0,identity
ඉර වටා කක්ෂගතව භ්‍රමණය වන එක් ග්‍රහයෙක් වන්නේ අප ජීවත් වන පෘථිවියයි,පරිසරය සුරැකීම අප සැමගේ වගකීමකි,0.06,unrelated
ඛනිජ තෙල් භාවිතය සීමා කිරීම පරිසර දූෂණය අවම කිරීමට හේතු වේ,වර්තමාන ලෝකයේ බොහෝ වැඩ කටයුතු සඳහා පරිගණක තාක්ෂණය අත්‍යවශ්‍ය වී තිබේ,0.19,unrelated
විභාගය සඳහා හොඳින් සූදානම් වීම ජයග්‍රහණයට මගකි,සූර්ය කෝෂ මගින් බලශක්තිය ලබා ගැනීම ස්වභාවධර්මය සුරකින ක්‍රියාවකි,0.28,unrelated
කලා ශිල්ප මගින් ජාතියක අනන්‍යතාවය ලොවට විදහා දක්වයි,සාගර දූෂණය නිසා මුහුදු ජීවීන් විනාශයට පත් වේ,0.0,existing
කලා ක්ෂේත්‍රය සමාජ සංස්කෘතිය ප්‍රචාරයට උපකාරී වේ,කලා ක්ෂේත්‍රය සමාජ සංස්කෘතිය ප්‍රචාරයට උපකාරී වන්නේය,0.84,paraphrase
නීතිය සමාජයේ සාමය සහ සාධාරණත්වය රැක ගනී,"එයඉන්දියානු සාගරයේ,බෙංගාල බොක්කෙහිනිරිත දෙසින් සහඅරාබි මුහුදේගිනිකොන දෙසින් පිහිටා ඇත; එයඉන්දියානු උප මහද්වීපයමන්නාරම් බොක්කසහපෝක් සමුද්‍ර සන්ධියමගින් වෙන් කරනු ලැබේ",0.13,unrelated
කලා ශිල්ප මගින් රටක සංස්කෘතික අනන්‍යතාවය ලොවට විදහා දක්වයි,ජලය වියළීමෙන් පරිසරයට හානියක් සිදු විය හැක,0.29,unrelated
ඉන්දියානු ජනරජයසහ ශ්‍රී ලංකා ජනරජය 1976 මාර්තු 23 වන දිනමනාර් බොක්කසහ බෙංගාල බොක්කෙහිසමුද්‍ර මායිම්ස්ථාපිත කරමින් ගිවිසුමක් අත්සන් කරන ලදී,එය මිනිසා විසින් අවසානයක් දක්වා තුලනය කිරීමට උත්සහ දරයි,0.02,unrelated
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,පෞරාණික ස්ථාන විනාශ කිරීම නීතියෙන් දඬුවම් ලැබිය හැකි වරදකි,0.0,existing
ජංගම දුරකථන භාවිතය නිසා සන්නිවේදනය ඉතා වේගවත් වී ඇත,ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,0.0,existing
විදේශ ආයෝජන මගින් රටකට නව තාක්ෂණය සහ ප්‍රාග්ධනය ලැබේ,විදේශ ආයෝජන මගින් රටකට නව තාක්ෂණය සහ ප්‍රාග්ධනය ලැබේ,1.0,identity
"එයඉන්දියානු සාගරයේ,බෙංගාල බොක්කෙහිනිරිත දෙසින් සහඅරාබි මුහුදේගිනිකොන දෙසින් පිහිටා ඇත; එයඉන්දියානු උප මහද්වීපයමන්නාරම් බොක්කසහපෝක් සමුද්‍ර සන්ධියමගින් වෙන් කරනු ලැබේ",අද දවසේ අහසේ වලාකුළු නොමැති අතර එය ඉතාමත් නිරවුල්ව පෙනේ,0.26,unrelated
මුහුදට අපද්‍රව්‍ය බැහැර කිරීම නිසා සාගර සතුන්ගේ ජීවිත අනතුරේ වැටේ,නුවර නගරය ශ්‍රී ලංකාවේ මධ්‍යම කඳුකරයේ පිහිටා ඇත,0.02,unrelated
විභාගය සඳහා හොඳින් සූදානම් වීම ජයග්‍රහණයට මගකි,පරීක්ෂණයකින් උසස් ලෙස සමත් වීමට නම් කල්තියා පාඩම් කිරීම අත්‍යවශ්‍ය වේ,0.8,existing
ඛනිජ තෙල් භාවිතය සීමා කිරීම පරිසර දූෂණය අවම කිරීමට හේතු වේ,සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,0.0,existing
ලොවක් හඳුනන පුරාණ කලාගාරයක් ලෙස සීගිරි පර්වතය හැඳින්විය හැක,ලොවක් හඳුනන පුරාණ කලාගාරයක් ලෙස සීගිරි පර්වතය හැඳින්විය හැක,1.0,identity
ඡන්දය ප්‍රකාශ කිරීම පුරවැසියෙකු සතු මූලික අයිතිවාසිකමකි,තම කැමැත්ත ප්‍රකාශ කිරීමට ඡන්දය පාවිච්චි කිරීම පුරවැසිකම හා බැඳුණු අයිතියකි,0.8,existing
විදුලි බලය ජන ජීවිතයේ අත්‍යවශ්‍ය කොටසක් වී ඇත,කලා ක්ෂේත්‍රය සමාජ සංස්කෘතිය ප්‍රචාරයට උපකාරී වේ,0.2,unrelated
එක් එක් ජාතිය සතු විශේෂ ගුණාංග ඔවුන්ගේ නිර්මාණ තුළින් පිළිඹිබු වේ,කැළි කසළ කළමනාකරණය නගර අලංකාරයට සහ සෞඛ්‍යයට වැදගත් වේ,0.2,unrelated
ශ්‍රී ලංකාවේ ඉතිහාසය දිගු කාලයකට පැතිරී ඇත,මිනිසුන් ගමන් බිමන් සඳහා දුම්රිය භාවිත කිරීම ඉතා පහසු ක්‍රමයකි,0.23,unrelated
සාමය සහ සංහිඳියාව රටක දියුණුවට අත්‍යවශ්‍ය සාධක වේ,රටක් දියුණු වීමට නම් මිනිසුන් අතර එකමුතුකම සහ සාමය තිබිය යුතුය,0.8,existing
මහනුවර නගරය කඳුකර ප්‍රදේශයේ පිහිටා ඇත,ශ්‍රී ලංකාවේ ඉතිහාසය දිගු කාලයකට පැතිරී ඇත,0.19,unrelated
තොරතුරු හුවමාරුව සඳහා නවීන තාක්ෂණය බෙහෙවින් උපකාරී වේ,තොරතුරු හුවමාරුව සඳහා නවීන තාක්ෂණය බෙහෙවින් උපකාරී වෙයි,0.77,paraphrase
කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,0.15,unrelated
පොත් කියවීම දැනුම ලබා ගැනීමට ඇති හොඳම මාර්ගයයි,කාශ්‍යප රජු විසින් කරවන ලද සීගිරිය ලෝක පූජිත කලාත්මක නිර්මාණයකි,0.13,unrelated
ටියුරිසම් ක්ෂේත්‍රය මගින් ලංකාවට විශාල විදේශ විනිමයක් ලැබේ,කාලයට කෑම බීම ගැනීමෙන් රෝග වැළඳීම වැළැක්විය හැක,0.1,unrelated
බැංකු ක්ෂේත්‍රය ඩිජිටල්කරණය වීම නිසා මුදල් ගනුදෙනු පහසු වී ඇත,"ශ්‍රී ලංකාව සෙරන්ඩිබ්, සිලොන්, දීප්තිමත් දිවයින, ධර්ම දිවයින, ඉන්දියන් සාගරයේ මුතු ඇටය නමින්ද හදුන්වයි",0.11,unrelated
විදේශ ආයෝජන මගින් රටකට නව තාක්ෂණය සහ ප්‍රාග්ධනය ලැබේ,නුවර නගරය ශ්‍රී ලංකාවේ මධ්‍යම කඳුකරයේ පිහිටා ඇත,0.26,unrelated
දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,1.0,existing
නවීන උපකරණ භාවිතය නිසා මිනිස් ශ්‍රමය ඉතිරි කර ගැනීමට හැකි වී ඇත,පිටරටින් පැමිණෙන ආයෝජන හරහා රටකට අලුත් දැනුම සහ ධනය එකතු වේ,0.13,unrelated
පාසල් වාරය ලබන සතියේ අවසන් වේ,"මී 65,610 (වර්ග සැතපුම් 25,330) වේ",0.07,unrelated
අහස්යානා නිපදවීමත් සමග ලොව වටා සංචාරය කිරීම වඩාත් සරල වී තිබේ,නුවර නගරය ශ්‍රී ලංකාවේ මධ්‍යම කඳුකරයේ පිහිටා ඇත,0.23,unrelated
සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,ප්ලාස්ටික් භාවිතය අවම කිරීමෙන් පරිසර හානිය වළක්වා ගත හැක,0.0,existing
දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,පැරණි බිතුසිතුවම් මගින් අතීත සමාජයේ තොරතුරු හෙළි වේ,0.12,unrelated
සමාජ මාධ්‍ය භාවිතය පුද්ගල සබඳතා කෙරෙහි බලපෑම් ඇති කරයි,වෛද්‍ය පර්යේෂණ මගින් මාරාන්තික රෝග සඳහා නව ඖෂධ සොයා ගනී,0.0,existing
අහස්යානා නිපදවීමත් සමග ලොව වටා සංචාරය කිරීම වඩාත් සරල වී තිබේ,එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,0.02,unrelated
කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,ශ්‍රී ලංකාවේ වංශකතාව ඉතා ඈත අතීතයක සිට ආරම්භ වන්නකි,0.07,unrelated
